#COL_NUMBER,#RES_PAIR_COLUMN_SCORE
1,0.363333
2,0.358333
3,0.541667
4,0.555000
5,0.551667
6,0.551667
7,0.330000
8,0.352000
9,0.459167
10,1.000000
11,1.000000
12,0.773266
13,0.789978
14,0.670886
15,0.734007
16,0.800907
17,1.000000
18,0.971173
19,1.000000
20,1.000000
21,1.000000
22,1.000000
23,1.000000
24,1.000000
25,1.000000
26,1.000000
27,1.000000
28,1.000000
29,1.000000
30,1.000000
31,1.000000
32,1.000000
33,1.000000
34,1.000000
35,1.000000
36,1.000000
37,1.000000
38,1.000000
39,1.000000
40,1.000000
41,1.000000
42,1.000000
43,1.000000
44,1.000000
45,1.000000
46,1.000000
47,1.000000
48,1.000000
49,1.000000
50,1.000000
51,1.000000
52,1.000000
53,1.000000
54,1.000000
55,1.000000
56,0.999365
57,0.990654
58,0.982961
59,0.973168
60,0.971079
61,0.969524
62,0.971429
63,0.975780
64,0.975658
65,0.975658
66,0.977398
67,0.981592
68,0.981592
69,0.996779
70,0.997715
71,0.997715
72,0.997715
73,0.997715
74,1.000000
75,1.000000
76,1.000000
77,1.000000
78,1.000000
79,1.000000
80,1.000000
81,1.000000
82,1.000000
83,1.000000
84,1.000000
85,1.000000
86,1.000000
87,1.000000
88,1.000000
89,1.000000
90,1.000000
91,1.000000
92,1.000000
93,1.000000
94,1.000000
95,1.000000
96,1.000000
97,1.000000
98,1.000000
99,1.000000
100,1.000000
101,1.000000
102,1.000000
103,1.000000
104,1.000000
105,1.000000
106,1.000000
107,1.000000
108,1.000000
109,1.000000
110,1.000000
111,1.000000
112,1.000000
113,1.000000
114,1.000000
115,1.000000
116,1.000000
117,1.000000
118,1.000000
119,1.000000
120,1.000000
121,1.000000
122,1.000000
123,1.000000
124,1.000000
125,1.000000
126,1.000000
127,1.000000
128,0.972824
129,0.972824
130,0.970587
131,0.970768
132,0.968342
133,0.968342
134,0.981107
135,0.980669
136,0.980669
137,1.000000
138,1.000000
139,1.000000
140,1.000000
141,1.000000
142,1.000000
143,1.000000
144,1.000000
145,1.000000
146,1.000000
147,1.000000
148,1.000000
149,1.000000
150,1.000000
151,1.000000
152,1.000000
153,1.000000
154,1.000000
155,1.000000
156,1.000000
157,1.000000
158,1.000000
159,1.000000
160,1.000000
161,1.000000
162,1.000000
163,1.000000
164,1.000000
165,1.000000
166,1.000000
167,1.000000
168,1.000000
169,1.000000
170,1.000000
171,1.000000
172,1.000000
173,1.000000
174,1.000000
175,1.000000
176,1.000000
177,1.000000
178,1.000000
179,1.000000
180,1.000000
181,1.000000
182,1.000000
183,1.000000
184,1.000000
185,0.974870
186,0.970301
187,0.970301
188,0.970301
189,0.951010
190,0.960284
191,0.959157
192,0.978571
193,1.000000
194,1.000000
195,1.000000
196,1.000000
197,1.000000
198,1.000000
199,1.000000
200,1.000000
201,1.000000
202,1.000000
203,1.000000
204,1.000000
205,1.000000
206,1.000000
207,1.000000
208,1.000000
209,1.000000
210,1.000000
211,1.000000
212,1.000000
213,1.000000
214,1.000000
